date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
3/14/1979,NC,LEXINGTON,Hurricane,Night,null,null,Full to Low Fuel,Controllable Collision With Ground,28,59,18,25,70,null,1,CESSNA,172,81,PILOT STATED THAT HE RAN OUT OF FUEL. MADE A FORCED LANDING AT NIGHT.
11/17/1979,TX,SAGINAW,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,55,130,null,null,500,null,1,MNMITE,M18C,null,PILOT FORGOT TO EXTEND GEAR FOR LANDING.
8/1/1979,FL,PANAMA CITY,null,Day,5,null,Forgot to Extend Landing Gear,Wheels - Up Landing,50,39,null,null,5457,null,1,MOONEY,M20E,null,"INSTRUCTOR FAILED TO MAKE SURE STUDENT EXTENDED GEAR FOR LANDING. PROP, BELLY SKIN DAMAGED."
12/30/1979,NY,LINDENHURST,Hurricane,Night,8,1,Failed to Maintain Adequate Flying Speed,Stall,35,15,10,10,121,null,1,CESSNA,172,149,"STALLED & CRASHED INTO TREES & HOUSES ON SECOND, TRYING TO MAKE NIGHT LANDING AT STRANGE AIRPORT."
2/23/1979,WA,HOULTON,null,Day,5,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,30,3,null,null,24,null,1,PIPER,PA28180,null,STUDENT LOST DIRECTIONAL CONTROL ON ROLLOUT.
3/22/1978,FL,FT MYERS,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,null,100,null,null,400,null,1,CESSNA,172,null,PILOT HIT AN ILLEGALLY PARK VAN WHILE TAXIING. EARLY MORNING SUN OBSTRUCTED PILOT'S VISION.
3/3/1979,ME,POLAND,Hurricane,Day,10,1,Failed to Maintain Adequate Flying Speed,Stall,41,133,3,3,149,null,1,CESSNA,172,176,"AIRPLANE WAS OBSERVED FLYING 10 FT ABOVE TREES,ACFT NOSE CAME UP WITHOUT ADDING POWER,THEN WENT STRAIGHT IN."
4/29/1979,CA,SANTA ANA,Mountain Wave,Dawn,null,null,Unsafe Acts By Third Party,Other/Miscellaneous,49,150,null,null,5400,null,2,PIPER,PA31,null,PILOT ATTEMPTED TAKEOFF WITH DAMAGED ELEVATOR. DAMAGE PROBABLY DONE BY LINE SERVICE.
4/21/1979,IN,GREENWOOD,Light Snow,Day,Greater than 10 miles,null,null,Forced Landing,62,1160,null,null,15300,null,1,CESSNA,210,null,EMERGENCY WHEELS UP LANDING DUE TO BROKEN PROPELLER BLADE PIN PN A1882. BEARINGS AND GREASE IN PROP HUB WERE RUSTY.
9/4/1979,NC,PINNACLE,Hurricane,Day,Greater than 10 miles,3,Pilot/Miscellaneous Unsafe Actions,Uncontrollable Collision With Ground,19,46,1,1,86,null,1,CESSNA,172,671,AIRCRAFT OBSERVED PRFORMING STALL MANEUVER FROM WHICH IT DID NOT RECOVER JUST PRIOR TO CRASH.
9/22/1978,GA,ATLANTA,Wind,Day,3,null,Improper Operation of Flight Controls in Air,Collision With Trees,55,null,null,116,17731,null,2,CESSNA,337,97,AIRCRAFT WAS FOUND WHERE IT CRASHED IN TREES. TOXICOLOGY REPORT SHOWED ALCOHOL IN PILOT.
1/4/1979,KS,BEAUMONT,Hurricane,Day,7,null,Unsuitable Terrain Snow/Ice Area,Nose Up or Over,67,509,32,32,509,null,1,CESSNA,172,556,"PILOT ATTEMPTED LANDING ON SNOW COVERED RUNWAY, FLIPPED OVER."
10/28/1979,IN,MUNSTER,Hurricane,Night,Greater than 10 miles,null,Full to Low Fuel,Forced Landing,27,9,4,16,137,null,1,CESSNA,172,568,RAN OUT OF FUEL AT NIGHT TRYING TO REACH DESTINATION. LANDED IN BRICK-YARD ONE MILE SHORT OF RUNWAY.
8/7/1978,IN,DECATUR,Hurricane,Day,3,null,null,Forced Landing,40,null,null,null,1190,null,1,PIPER,PA28180,null,"PILOT LOST RADIOS ON FINAL IFR APPROACH, SAW A HOLE AND LANDED IN FIELD. BATTERY WAS SHORTED."
12/1/1978,FL,KEY WEST,Hurricane,Day,5,null,Forgot to Extend Landing Gear,Wheels - Up Landing,57,324,null,null,623,null,2,CESSNA,337,null,PILOT FORGOT TO EXTEND GEAR FOR LANDING.
6/5/1978,NC,SMITHFIELD,Hurricane,Night,null,null,null,Gear Collapse,51,400,null,null,1280,null,1,PIPER,PA28R180,null,NOSE GEAR COLLAPSED DURING ROLLOUT. NOSE GEAR DOWN LOCK ASSEMBLY FAILED.
5/26/1979,OH,HARRISON,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,32,18,1,2,101,null,1,CESSNA,172,1140,"LANDED HALFWAY DOWN RUNWAY,RAN OFF FAR END,OVER EMBANKMENT,FLIPPED OVER."
1/1/1979,AK,KENAI,Hurricane,Night,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,37,150,null,null,1250,null,1,CESSNA,207,null,LANDED LONG WITH A 9 KNOT TAILWIND AND OVERRAN THE END OF THE RUNWAY.
12/6/1978,NY,ALBANY,Light Snow,Day,null,null,null,System Malfunction or Failure,51,3200,null,null,13000,null,2,ISRAEL,1121,null,"NO LEFT MAIN SAFE LIGHT AFTER EXTENSION. HORN CHECKED OK, TOWER FLY-BY CHECK OK. LANDED. PROBLEM A LOOSE WIRE."
2/25/1979,AR,LITTLE ROCK,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,21,26,14,36,98,null,1,CESSNA,172,478,PILOT ALLOWED AIRCRAFT TO BALLOON AFTER LANDING.DRIFTED INTO SNOW BANK AND BECAME INVERTED.
3/7/1979,OR,INDEPENDENCE,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,40,null,6,99,2410,null,1,CESSNA,172,289,INSTRUCTOR PILOT'S SEAT BECAME UNLATCHED AS HE APPLIED RUDDER TO CORRECT FOR LOSS OF DIRECTIONAL CONTROL ON LANDING.
11/21/1979,GA,DAWSON,Hurricane,Day,Greater than 10 miles,null,Downwind Takeoff or Landing,Overshoot Landing,30,5,5,266,1332,null,1,CESSNA,R182,223,PILOT LANDED DOWNWIND ON SHORT RUNWAY AND OVERSHOT.
1/21/1979,CA,ANGWIN,null,Dusk,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,32,50,null,null,3000,null,1,PIPER,PA28RT201,null,PLANE STRUCK A DEER ON ROLLOUT.
2/2/1978,IN,RENSSELAER,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,62,25,null,null,4800,null,1,CESSNA,210,null,PILOT FAILED TO EXTEND THE GEAR BEFORE LANDING. GEAR WARNING HORN WAS NOT OPERATIVE.
2/7/1978,PA,BELLE VERNON,null,Day,8,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,34,700,null,null,1573,null,1,BEECH,B19,null,PRIVATE PILOT AND INSTRUCTOR LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN ON RUNWAY WITH PATCHES OF SNOW AND ICE.
1/21/1979,NY,FLUSHING,Light Snow,Day,null,null,null,System Malfunction or Failure,48,8000,null,null,10000,null,2,GULSTM,G159,null,AIRCRAFT RETURNED TO FLUSHING DUE TO FIRE WARNING LIGHT. FOUND A SHORT IN THE WIRING.
4/17/1979,AK,ANCHORAGE,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,23,30,null,null,95,null,1,CESSNA,170,null,"ZD PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN, HIT A SNOWBANK."
4/11/1979,FL,MARATHON,Hurricane,Day,8,null,Pilot/Miscellaneous Unsafe Actions,Uncontrollable Collision With Ground,51,null,null,null,13000,null,1,GULSTM,AA5,null,"PILOT WAS BUZZING OCEAN BEACH AREA IN FRONT OF HIS HOUSE. MADE PULL UP IN A STEEP BANK. AIRCRAFT STALLED, HIT WATER."
2/16/1979,NV,TONOPAH,Hurricane,Day,Greater than 10 miles,null,Improper Management - Fuel Tank Selector,Controllable Collision With Ground,24,30,30,30,133,null,1,CESSNA,TU206G,615,PILOT ATTEMPTED SWITCHING FUEL TANKS. ENGINE DID NOT RESTART CAUSING EMERGENCY LANDING.
8/11/1979,MN,WINSTED,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,47,141,16,16,262,null,1,CESSNA,182,45,"PILOT LEVELED OFF OVER RWY 30 FT TOO HIGH. ACFT DROPPED TO RWY, BOUNCED & COLLAPSED NOSE GEAR."
2/4/1979,MS,STARKVILLE,Hurricane,Day,null,null,null,Gear Collapse,23,40,null,null,280,null,1,CONAER,LA4200,null,"LEFT GEAR COLLAPSED ON ROLL OUT, GEAR SWINGING LEVER BOLT CAME OUT."
5/30/1979,IL,ROCKFORD,Light Snow,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,46,400,null,null,500,null,1,BEECH,35,null,PILOT RETRACTED GEAR ON ROLLOUT.
2/10/1979,AZ,SEDONA,Light Snow,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,27,40,32,32,40,null,1,CESSNA,172,587,STUDENT PILOT MADE HARD LANDING ON NOSE WHEEL. NOSE WHEEL TIRE BLEW OUT. PILOT LOST DIRECTIONAL CONTROL.
11/21/1979,GA,ROME,null,Day,null,null,Miscellaneous Unsafe Actions - Starting Engine,Collision With Other Buildings,null,7,null,null,15,null,1,CESSNA,150,null,"PILOT MOVED PROP, ENGINE STARTED UP AND RAN INTO A HANGAR. DAMAGED BOTH. MAGNETOS WERE PROPERLY GROUNDED."
2/2/1978,IN,WARSAW,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,34,1,null,null,32,null,1,PIPER,PA28161,null,PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN ON A SNOWPACKED RUNWAY.
8/22/1979,IA,DES MOINES,Light Snow,Night,Less than 1 mile,null,Failed to Avoid Objects or Obstructions,Collision With Runway/Approach Lights,60,686,null,null,10556,null,2,BEECH,B90,null,AIRCRAFT LEFT RUNWAY DURING NIGHT IFR LANDING STRIKING RUNWAY LIGHT.
10/18/1979,CA,SAN DIEGO,Hurricane,Night,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,49,197,null,null,516,null,1,TMPSON,NAVIONA,null,PILOT FORGOT TO EXTEND THE GEAR. WARNING HORN WAS INOPERATIVE.
8/15/1978,OK,BETHANY,null,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Other,18,16,null,null,16,null,1,CESSNA,150,null,PILOT ALLOWED WINGTIP TO STRIKE PROP OF RUNNING AIRCRAFT WHILE MANEUVERING.
1/15/1979,CA,GORMAN,Hurricane,Day,null,null,Undetermined,Controllable Collision With Ground,68,null,null,null,580,null,1,BLANCA,1731,null,"HIT MOUNTAIN NEAR CREST IN LEVEL FLIGHT. FLIGHT NOT RECOMMENDED. MOUNTAINS OBSCURED EN ROUTE, ICING."
3/17/1978,WA,BELLINGHAM,Hurricane,Day,null,null,Pilot/Miscellaneous Unsafe Actions,Other/Miscellaneous,42,null,null,null,1400,null,1,CESSNA,170,null,"PILOT HAND-PROPPED AIRPLANE AFTER TAIL TIED TO CEMENT TIRE. ENGINE STARTED, DRAGGED TIRE & STRUCK ANOTHER AIRPLANE."
11/24/1978,AK,ANCHORAGE,Hurricane,Unknown,Greater than 10 miles,null,Unsuitable Terrain Snow/Ice Area,Nose Up or Over,33,160,null,null,270,null,1,PIPER,PA12,null,AIRCRAFT NOSED OVER DURING LANDING ON FROZEN LAKE COVERED WITH DEEP SNOW.
12/19/1978,OK,OKLAHOMA CITY,Light Snow,Night,null,null,Extended Gear Too Late,Wheels - Up Landing,39,null,null,null,null,null,2,BEECH,6580,null,PILOT LANDED WITH THE GEAR NOT FULLY EXTENDED.
9/22/1979,WA,GIG HARBOR,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,24,6,null,null,102,null,1,PIPER,PA18150,null,PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN.
8/25/1978,CA,LA MIRADA,Hurricane,Day,null,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,62,50,null,null,90,null,null,MORISY,2150,null,15 MINUTES AFTER TAKEOFF AIRCRAFT WAS LANDED ON GOLF COURSE DUE TO FUEL EXHAUSTION.
11/8/1978,CA,SOUTH LAKE TAHO,Hurricane,Night,null,null,Attempt Operation With Different Equipment,Loss of Directional Control - Ground Loop,29,15,null,null,250,null,1,RKWELL,112,null,RAN OFF SIDE OF TAXIWAY AT NIGHT. LANDING LIGHT INOPERATIVE.
4/11/1979,MN,MINNEAPOLIS,Hurricane,Day,10,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,50,290,null,null,660,null,1,CESSNA,172,null,PILOT LOST DIRECTIONAL CONTROL AFTER TOUCHDOWN IN A GUSTY CROSSWIND.
12/29/1979,OH,LIMA,Hurricane,Day,Less than 1 mile,null,Continued VFR Flight Into Adverse Weather Conditions,Nose Up or Over,47,196,42,42,242,null,1,GULSTM,AA1B,1234,"FLEW VFR INTO AREA OF ZERO VISIBILITY. HIT GROUND IN A PLOWED FIELD, ATTEMPTING TO FIND NEARBY AIRPORT."
7/1/1978,CA,HUNTINGTON BEAC,Hurricane,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,57,300,null,null,2324,null,1,BEECH,G33,null,PILOT LANDED GEAR UP.
9/23/1979,CA,PORTERVILLE,Hurricane,Day,Greater than 10 miles,null,null,Wheels - Up Landing,36,11,8,33,401,null,1,CESSNA,R182,227,"NOSE GEAR FAILED TO EXTEND. FOUND BLOWN HYDRAULIC LINE, CESSNA - PART NUMBER: S2178-4-0096."
7/9/1978,PA,TOUGHKENAMON,null,Day,null,null,Miused Carburetor Heat / Deicing Procedure,Forced Landing,32,77,null,null,86,null,1,WAGNER,65,null,STUDENT PILOT HAD ENGINE STOP AFTER TAKEOFF DUE TO CARBURETOR ICE.
6/17/1979,IL,PUTNAM,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,50,9,9,95,140,null,1,CESSNA,172,1130,UNABLE TO STOP ACFT ON RWY DUE TO EXCESS SPEED. TURNED OFF RWY NEAR END. HIT CABLES AND A FENCE.
2/23/1979,NJ,DOVER PLAINS,Hurricane,Night,4,1,Improper Instruction and Procedure - Takeoff and Landing,Controllable Collision With Ground,27,null,null,null,null,null,1,CESSNA,R172K,218,AIRCRAFT ON IFR APPROACH VOR INBOUND COLLIDED WITH A MOUNTAIN.RADIO TUNED TO WRONG VOR.
11/2/1978,CA,SAN DIEGO,null,Day,Greater than 10 miles,null,Lost On/Off Course - VFR ,Other/Miscellaneous,null,62,null,null,79,null,null,PIPER,PA28/,null,STUDENT GOT LOST ON CROSS COUNTRY WAS GIVEN RADAR VECTORS TO AN AIRPORT.
11/24/1978,MT,BROCKTON,Hurricane,Day,null,null,Unsuitable Terrain Snow/Ice Area,Nose Up or Over,28,150,null,null,830,null,1,BLANCA,8,null,ATTEMPTED LANDING IN FIELD WITH 12 INCHES OF SNOW. SKIES SETTLED THROUGH SNOW AND AIRCRAFT NOSED OVER.
11/25/1978,LA,BATON ROUGE,Hurricane,Night,5,null,Failed to Avoid Objects or Obstructions,Collision With Airport Hazard,27,50,null,null,1800,null,null,PIPER,PA32/,null,PILOT REQUESTED AND WAS GRANTED PERMISSION TO LAND WITHOUT RADIO. TAXIED INTO CONSTRUCTION AREA. DAMAGE TO PROP.
1/2/1979,ID,MUD LAKE,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,27,800,null,null,850,null,1,PIPER,PA12,null,LOSS OF OIL DUE TO STOPPED UP (ICE) OIL BREATHER PIPE.
9/16/1979,MN,INTL FALLS,Hurricane,Day,Greater than 10 miles,1,Failed to Maintain Adequate Flying Speed,Stall,48,79,20,20,256,null,1,CESSNA,172,169,MADE ROUGH-WATER CROSSWIND TAKEOFF. STALLED AIRCRAFT INTO TREES IN DOWNWIND TURN. FACT; SEVERE TURBULENCE.
3/14/1979,CA,WESCHESTER,Mountain Wave,Day,null,null,Unsafe Acts By Third Party,Collision With Other,38,1115,null,null,2203,null,2,PIPER,PA30,null,"TAXIING AIRCRAFT STRUCK PARKED AIRCRAFT, BRAKES MALFUNCTIONED."
9/2/1978,CA,LEMOORE,null,Day,null,null,Started Engine Without Assistance/Equipment,Collision With Other Buildings,29,9,null,null,35,null,1,CESSNA,172,null,STUDENT PILOT PROPPED AIRCRAFT. IT JUMPED CHOCKS AND STRUCK BUILDING.
9/18/1979,WA,SPANAWAY,Hurricane,Day,3,null,Landing Far Down / Land Area Overshot,Overshoot Landing,21,8,7,45,79,null,1,CESSNA,172,8,LANDED LONG & FAST. RAN OFF END OF RUNWAY INTO FENCE.
7/3/1979,AR,ASHDOWN,Hurricane,Day,10,2,Failed to Avoid Aircraft - Both Airborne,Midair Collisions (Both in Flight),56,134,4,4,134,null,1,CESSNA,R172E,null,"ACFT COLLIDED WITH CESSNA 340, N345B, IN FLIGHT."
6/14/1978,MS,TAYLORSVILLE,Light Snow,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,32,175,null,null,2500,null,1,CESSNA,152,null,"PILOT UNABLE TO STOP AFTER LANDING ON SOD RUNWAY. RAN OFF DEPARTURE END, NOSE GEAR COLLAPSED IN FRESH PLOWED FIELD."
12/9/1979,NM,HOBBS,Hurricane,Night,Less than 1 mile,null,Improper Instruction and Procedure - Takeoff and Landing,Controllable Collision With Ground,31,805,120,150,3284,null,1,CESSNA,206,200,PILOT DESCENDED BELOW DH DURING ILS APPROACH IN ZERO ZERO WEATHER. HIT GROUND 1/2 MI PARALLEL & RIGHT OF RUNWAY.
10/25/1979,HI,MOLOKAI,Light Snow,Day,Greater than 10 miles,null,Retracted Gear Early on Takeoff,Controllable Collision With Ground,26,100,null,null,650,null,2,PIPER,PA23,null,PILOT ALLOWED AIRCRAFT TO SETTLE BACK AFTER LIFT OFF AND GEAR RETRACTION.
12/2/1978,FL,WEST PALM BEACH,Hurricane,Night,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,39,126,null,null,1285,null,2,BEECH,D95A,null,PILOT REACHED FOR FLAPS AND RETRACED GEAR ON TAKEOFF ROLL.
9/1/1978,SD,CUSTER,Light Snow,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Airport Hazard,52,400,null,null,810,null,2,PIPER,PA34200T,null,"AIRCRAFT STRUCK HOLE IN RUNWAY, GEAR DAMAGED."
2/15/1978,OR,TROUTDALE,Light Snow,Day,null,null,null,Other/Miscellaneous,45,200,null,null,7000,null,2,CESSNA,340,null,PILOT SHUT ENGINE DOWN DUE TO ROUGHNESS & HIGH EGT. ENGINE CHECKED OK. COULD HAVE BEEN ICE CRYSTALS IN FUEL.
12/15/1979,CO,FT COLLINS,Hurricane,Day,Greater than 10 miles,null,Failed to Correct for Drift,Blown Over (Wind Only),28,44,7,7,152,null,1,CESSNA,182,684,WIND VEERED AIRCRAFT OFF ICY RUNWAY INTO AREA OF SNOW. AIRCRAFT WAS THROWN OVER BY GUSTY SURFACE WIND.
3/14/1979,OK,GRANITE,Hurricane,Night,Greater than 10 miles,null,Drank Alcoholic Beverage,Controllable Collision With Ground,52,null,null,null,1675,null,1,CESSNA,182,252,PILOT BUZZED HOUSE. MADE LOW LEVEL TURN OVER LAKE TO LAND AT NEARBY AIRPORT. CRASHED INTO LAKE. ALCOHOL FACTOR.
5/2/1978,OH,VANDALIA,Hurricane,Night,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,61,10,null,null,3000,null,1,BEECH,D35,null,LANDED WITH GEAR UP.
9/3/1978,CO,FT COLLINS,Light Snow,Day,Greater than 10 miles,null,Forgot to Extend Landing Gear,Wheels - Up Landing,56,500,null,null,10000,null,2,RKWELL,500,null,"AIRCRAFT TOUCHED DOWN WITH GEAR UP. EXTENDED GEAR, LANDED SAFELY."
6/18/1979,FL,TALLAHASSEE,Hurricane,Dusk,Greater than 10 miles,null,Unsafe Acts By Third Party,Aircraft Collisions - On Ground,25,400,null,null,1500,null,1,CESSNA,182,500,AIRPLANE WAS HOLDING ON RAMP FOR IFR CLEARANCE. STRUCK BY OTHER ACFT FROM THE REAR.
2/23/1979,MN,MINNEAPOLIS,Fog,Day,Greater than 10 miles,null,Improper Level Off,Gear Collapse,30,650,null,null,1777,null,2,PIPER,PA34200,null,WHILE ABORTING A LANDING WITH EXCESS CROSSWIND LEFT MAIN STRUCK RUNWAY HARD. GEAR COLLAPSED ON LANDING.
10/25/1979,ID,BOISE,Hurricane,Night,null,null,Operational Gear Control Failed,Wheels - Up Landing,58,35,null,null,65,null,null,MTSBSI,MU2/,null,"PILOT THOUGHT HE HAD PLACED THE GEAR SELECTOR IN THE DOWN POSITION, DID NOT CHECK GEAR POSITION."
5/25/1979,CO,MONUMENT,Hurricane,Night,null,null,Improper Level Off,Hard Landing,29,900,null,null,1400,null,1,PIPER,PA22,null,HARD LANDING AFTER ABORTING TAKEOFF.
7/24/1979,FL,WINDERMERE,Hurricane,Day,3,null,Improper Operation of Flight Controls in Air,Overshoot Landing,33,105,10,10,864,null,1,CESSNA,172,760,"PILOT ATTEMPTED SHORT FIELD LANDING ON WET STRIP. ONLY 10 DEGREES OF FLAPS USED , ACFT RAN OFF END OF RUNWAY."
5/12/1979,CA,BRAWLEY,Hurricane,Day,Greater than 10 miles,null,Improper Operation of Flight Controls in Air,Hard Landing,37,4,4,5,74,null,1,CESSNA,172,500,"AIRPLANE MADE A HARD LANDING, BOUNCED, CAME DOWN OFF SIDE OF RUNWAY."
9/2/1979,CO,COLORADO SPRING,Hurricane,Night,Greater than 10 miles,null,null,Forced Landing,32,9,null,null,130,null,1,CESSNA,172,205,FORCED LANDING AFTER POWER LOSS. FOUND BENT PUSHROD.
3/13/1978,NY,WHITE PLAINES,Light Snow,Day,null,null,null,Other/Miscellaneous,40,750,null,null,3700,null,2,LEAR,25,null,"PILOT HAD DIFFICULTIES WITH AILECON MOVEMENT, COULD HAVE BEEN FROZEN MOISTURE. SYSTEM WAS LUBRICATED, WORKED OK."
5/4/1979,UT,OGDEN,Hurricane,Day,Greater than 10 miles,null,null,Wheels - Up Landing,29,53,null,null,235,null,1,BEECH,C24R,null,LEFT MAIN COULD NOT BE EXTENDED FOR LANDING. PN MS20364-1614R IMPROPERLY ADJUSTED.
2/20/1979,KS,HILL CITY,Light Snow,Day,8,null,Failed to Avoid Objects or Obstructions,Collision With Other,22,57,null,null,1554,null,1,PIPER,PA24260,null,WHILE EXECUTING A SOFT FIELD TAKEOFF WITH NOSE HIGH ATTITUDE AIRCRAFT STRUCK RUNWAY MARKER.
7/8/1979,VA,LEXINGTON,Hurricane,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Undershoot Landing,45,64,null,null,103,null,1,CESSNA,172,508,"STUDENT PILOT CARRYING PASS. OVERSHOT RUNWAY,CRASHED WHILE LANDING AT A SHORT PRIVATE STRIP."
4/17/1979,CA,OCEANSIDE,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,36,150,null,null,500,null,1,PIPER,PA28R200,null,"ZG ENGINE LOST POWER, PROP OVERSPEEDED, THEN ENGINE SEIZED. OIL COOLER HAD BROKEN AWAY, PUMPED OIL OVERBOARD."
9/27/1979,IA,KOSSUTH,Hurricane,Day,7,null,Landing Far Down / Land Area Overshot,Overshoot Landing,52,66,16,18,878,null,1,CESSNA,182,2629,LANDED LONG ON WET GRASS RUNWAY. UNABLE TO STOP. RAN OFF END RUNWAY OVER EMBANKMENT.
11/19/1979,FL,TITUSVILLE,Hurricane,Night,7,null,Failed to Avoid Ground or Water Collision,Controllable Collision With Ground,32,50,30,30,83,null,1,CESSNA,172,145,PILOT FLYING AT TREE-TOP LEVEL AT NIGHT. CRASHED INTO RIVER. CLAIMED ENGINE FAILURE. EXAM SHOWED ENGINE OKAY.
10/1/1978,CA,LIVERMORE,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,60,3,null,null,30102,null,1,AMTRBB,MUSTANGMIDGT,null,AIRPLANE LIFTED OFF BRIEFLY DURING A HIGH SPEED TAXI RUN.BOTH MAIN GEAR STRUCT ATTACH BRACKETS SEPARATED AT WELD.
6/27/1978,OK,LAWTON,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,39,null,null,null,3400,null,1,CESSNA,210,null,PILOT FAILED TO EXTEND THE LANDING GEAR BEFORE TOUCHDOWN. WARNING HORN WAS INOPERATIVE.
12/5/1978,TX,AMARILLO,null,Day,null,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,48,9,null,null,9000,null,2,BEECH,76,null,COMMERCIAL PILOT BEING CHECKED OUT IN THE AIRPLANE. RETRACTED THE GEAR INSTEAD OF THE FLAPS ON ROLLOUT.
1/25/1979,IA,DAVENPORT,Fog,Night,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,36,20,null,null,775,null,2,BEECH,76,null,PILOT LOST DIRECTIONAL CONTROL AFTER LANDING ON AN ICY RUNWAY.
1/20/1979,TX,TOMBALL,Hurricane,Day,Greater than 10 miles,null,Early Liftoff - Intercepted By Terrain,Controllable Collision With Ground,50,6,null,null,1500,null,1,MOONEY,M20J,null,PLANE LIFTED OFF PREMATURELY THEN SETTLED BACK ONTO RUNWAY VERY HARD.
7/29/1979,AK,MCGRATH,Hurricane,Day,Greater than 10 miles,null,Aircraft Improperly Aligned With Runway,Nose Up or Over,29,91,91,91,139,null,1,CESSNA,172,3200,"PILOT ELECTED TO TAKEOFF UPGRADE. LIGHT WIND. BECAME CONCERNED ABOUT ACFT PERFORMANCE. HIT BUSHES, EDGE OF RUNWAY."
3/22/1979,NY,FARMINGDALE,Light Snow,Day,null,null,Improper Operation of Flight Controls in Air,Hard Landing,32,7,6,7,57,null,1,CESSNA,172,null,"STUDENT PILOT INDUCED A PORPOISE AFTER A HARD LANDING. DAMAGED NOSE WHEEL, PROPELLER,AND FIREWALL."
2/23/1979,MT,WILSALL,Light Freezing Rain,Day,Greater than 10 miles,null,Failed to Avoid Objects or Obstructions,Collision With Trees,30,800,null,null,1800,null,1,HUGHES,369,null,TAIL ROTOR STRUCK TREE ON DESCENT. MAIN ROTOR DAMAGED WHEN AIRCRAFT STRUCK SNOW COVERED GROUND.
2/3/1978,WV,CHARLESTON,Hurricane,Dusk,8,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,40,1000,null,null,4800,null,2,CESSNA,421,null,SHORTLY AFTER CHANGING FUEL TANKS ONE ENGINE BECAME ROUGH AND WAS SHUT DOWN. HAD BEEN TOPPED OFF WITH JET FUEL.
10/12/1979,IL,NEW LENOX,null,Day,10,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,26,25,20,23,34,null,1,CESSNA,172,335,STUDENT PILOT ALLOWED AIRCRAFT TO VEER OFF SIDE OF RUNWAY INTO A CORNFIELD DURING LANDING.
